OrderID,OrderDate,CustomerID,CustomerName,ProductName,Category,SubCategory,Quantity,Sales,Profit,Region,State
ORD-13636,2021-05-17,CUST-1136,Karen Miller,Standing Desk Pro,Furniture,Furnishings,10,1480.22,492.52,South,Virginia
ORD-13637,2023-05-13,CUST-1141,Robert Harris,USB Hub Elite,Technology,Printers,8,1392.59,324.2,South,Florida
ORD-13638,2023-09-23,CUST-1193,Sarah Davis,Scissors Set Pro,Office Supplies,Paper,5,55.07,8.05,North,Minnesota
ORD-13639,2021-05-15,CUST-1112,John Jackson,iPhone 14 V2,Technology,Printers,1,353.48,18.8,North,Ohio
ORD-13640,2021-10-12,CUST-1098,Charles Thomas,Dell XPS Standard,Technology,Phones,7,1165.02,-32.37,East,New York
ORD-13641,2023-08-03,CUST-1187,Mary Davis,Bookcase Pro Plus,Furniture,Bookcases,6,1869.29,284.08,North,Illinois
ORD-13642,2021-01-12,CUST-1076,Thomas Moore,Coffee Table V2,Furniture,Tables,9,169.24,0.2,South,Florida
ORD-13643,2021-03-30,CUST-1043,Nancy Brown,A4 Paper Ream Elite,Office Supplies,Paper,8,145.96,33.76,West,Oregon
ORD-13644,2022-11-28,CUST-1176,Jennifer White,Stapler Pro Plus,Office Supplies,Binders,3,260.07,70.8,West,California
ORD-13645,2022-05-02,CUST-1169,Jennifer Wilson,MacBook Pro Pro,Technology,Laptops,3,1419.9,290.61,South,Virginia
ORD-13646,2022-03-05,CUST-1180,James Williams,MacBook Pro Elite,Technology,Printers,2,542.51,132.24,North,Minnesota
ORD-13647,2021-06-21,CUST-1019,Lisa Taylor,Executive Chair V2,Furniture,Furnishings,8,1512.92,83.43,East,Connecticut
ORD-13648,2022-01-26,CUST-1164,David Taylor,USB Hub Pro,Technology,Phones,2,1740.23,260.46,East,Connecticut
ORD-13649,2023-02-11,CUST-1111,Jennifer Jackson,Samsung Galaxy V2,Technology,Accessories,2,528.03,-30.1,North,Minnesota
ORD-13650,2022-11-29,CUST-1181,John Taylor,Mechanical Keyboard V2,Technology,Accessories,3,3055.88,-299.37,South,Texas
ORD-13651,2023-04-05,CUST-1138,John Miller,USB Hub V1,Technology,Laptops,4,798.45,158.4,West,Nevada
ORD-13652,2021-05-21,CUST-1018,Jennifer Anderson,Scissors Set Elite,Office Supplies,Labels,8,124.65,45.8,West,California
ORD-13653,2023-05-29,CUST-1040,Barbara Moore,Stapler Pro Standard,Office Supplies,Labels,2,128.7,53.81,East,New Jersey
ORD-13654,2021-03-05,CUST-1119,Patricia Jones,Executive Chair Pro,Furniture,Chairs,1,1435.84,399.58,East,New York
ORD-13655,2022-12-11,CUST-1193,Sarah Davis,Tape Dispenser Standard,Office Supplies,Binders,8,95.17,22.25,North,Wisconsin
ORD-13656,2022-03-16,CUST-1184,Daniel Taylor,3-Ring Binder Standard,Office Supplies,Pens,1,111.04,32.14,East,Massachusetts
ORD-13657,2022-10-07,CUST-1171,Richard Johnson,File Folders V1,Office Supplies,Storage,3,192.71,42.3,North,Minnesota
ORD-13658,2022-06-20,CUST-1110,Nancy Jackson,Coffee Table Plus,Furniture,Bookcases,2,1130.93,127.21,West,Oregon
ORD-13659,2022-06-30,CUST-1054,Patricia Brown,3-Ring Binder Plus,Office Supplies,Paper,5,67.57,24.6,West,Washington
ORD-13660,2021-12-29,CUST-1104,Jessica Harris,Sticky Notes Pack V1,Office Supplies,Binders,2,194.0,14.0,South,Texas
ORD-13661,2021-09-23,CUST-1047,Linda Wilson,Standing Desk Pro,Furniture,Tables,2,688.98,225.11,South,Florida
ORD-13662,2021-08-17,CUST-1003,Sarah Smith,Samsung Galaxy V2,Technology,Accessories,7,2560.19,139.5,West,Oregon
ORD-13663,2022-06-07,CUST-1054,Patricia Brown,Executive Chair Standard,Furniture,Furnishings,4,623.05,109.2,West,Arizona
ORD-13664,2021-06-21,CUST-1052,Jessica Johnson,Stapler Pro Standard,Office Supplies,Labels,1,154.09,26.4,West,Arizona
ORD-13665,2023-11-10,CUST-1009,Betty Taylor,iPhone 14 Standard,Technology,Accessories,8,316.04,5.3,South,Texas
ORD-13666,2023-08-05,CUST-1000,Barbara Davis,MacBook Pro Plus,Technology,Laptops,2,740.45,5.0,North,Minnesota
ORD-13667,2021-03-13,CUST-1082,William Harris,HP LaserJet V1,Technology,Phones,4,671.19,8.39,North,Ohio
ORD-13668,2023-10-27,CUST-1194,Patricia White,Bookcase Pro Elite,Furniture,Tables,1,480.54,160.43,West,California
ORD-13669,2022-01-15,CUST-1034,Robert Anderson,Stapler Pro Elite,Office Supplies,Labels,5,144.91,31.98,East,Connecticut
ORD-13670,2021-12-04,CUST-1041,Patricia Anderson,Dell XPS Plus,Technology,Phones,1,1119.56,122.5,West,Arizona
ORD-13671,2022-01-15,CUST-1191,James Miller,Samsung Galaxy Pro,Technology,Laptops,1,2077.97,-105.16,South,Virginia
ORD-13672,2022-06-02,CUST-1102,Betty Johnson,Standing Desk Pro,Furniture,Chairs,10,385.96,15.08,West,Oregon
ORD-13673,2022-07-03,CUST-1140,Mary Taylor,HP LaserJet V1,Technology,Accessories,6,225.13,36.95,East,Massachusetts
ORD-13674,2023-03-24,CUST-1015,Robert Davis,Samsung Galaxy V1,Technology,Accessories,9,2344.53,487.03,West,Washington
ORD-13675,2023-12-07,CUST-1162,James Taylor,Lounge Chair Elite,Furniture,Furnishings,9,2046.84,309.39,South,Texas
ORD-13676,2023-03-31,CUST-1093,David Wilson,Office Desk V2,Furniture,Furnishings,3,967.02,156.75,East,New York
ORD-13677,2022-06-06,CUST-1166,Betty Wilson,Bookcase Pro Plus,Furniture,Bookcases,4,1431.25,302.06,West,Nevada
ORD-13678,2022-01-11,CUST-1122,Daniel Williams,iPhone 14 Plus,Technology,Laptops,8,755.69,187.8,East,Pennsylvania
ORD-13679,2021-07-25,CUST-1177,Jessica Jones,iPhone 14 Plus,Technology,Phones,5,115.6,21.79,South,Virginia
ORD-13680,2023-10-20,CUST-1149,John Smith,A4 Paper Ream V1,Office Supplies,Binders,9,137.58,48.67,South,Texas
ORD-13681,2022-02-13,CUST-1119,Patricia Jones,USB Hub Pro,Technology,Printers,2,1926.72,160.35,West,Arizona
ORD-13682,2022-09-27,CUST-1175,Charles Jackson,Tape Dispenser V2,Office Supplies,Storage,2,24.51,9.17,West,Washington
ORD-13683,2023-07-25,CUST-1006,Nancy Moore,3-Ring Binder Pro,Office Supplies,Binders,7,86.11,19.49,North,Minnesota
ORD-13684,2022-04-30,CUST-1148,William Miller,Mechanical Keyboard Pro,Technology,Laptops,2,1643.05,298.69,East,New Jersey
ORD-13685,2023-12-06,CUST-1028,Susan Taylor,Standing Desk V1,Furniture,Bookcases,4,1214.7,71.85,North,Illinois
ORD-13686,2023-12-08,CUST-1112,John Jackson,Standing Desk V2,Furniture,Chairs,2,299.71,17.37,East,Massachusetts
ORD-13687,2021-07-10,CUST-1190,Richard Wilson,Storage Unit Elite,Furniture,Chairs,10,1356.65,404.19,South,North Carolina
ORD-13688,2021-11-12,CUST-1176,Jennifer White,Standing Desk Elite,Furniture,Tables,1,1664.66,415.78,West,Oregon
ORD-13689,2022-08-14,CUST-1191,James Miller,Scissors Set Standard,Office Supplies,Binders,1,121.15,48.6,South,Florida
ORD-13690,2021-01-04,CUST-1147,Nancy Wilson,Dell XPS V1,Technology,Accessories,3,1756.55,287.83,North,Minnesota
ORD-13691,2022-05-09,CUST-1042,Richard Taylor,Scissors Set V1,Office Supplies,Labels,5,152.21,65.21,East,Connecticut
ORD-13692,2023-03-09,CUST-1176,Jennifer White,A4 Paper Ream V2,Office Supplies,Pens,3,13.95,5.91,West,Arizona
ORD-13693,2022-07-20,CUST-1048,Linda Thomas,Dell XPS Pro,Technology,Laptops,5,1908.64,114.95,West,Nevada
ORD-13694,2021-12-08,CUST-1006,Nancy Moore,MacBook Pro Elite,Technology,Accessories,9,3187.5,645.28,South,Florida
ORD-13695,2021-01-18,CUST-1040,Barbara Moore,Executive Chair V2,Furniture,Chairs,3,660.81,132.39,East,Massachusetts
ORD-13696,2021-09-19,CUST-1159,Lisa Williams,Bookcase Pro V2,Furniture,Tables,4,795.33,213.1,West,Washington
ORD-13697,2022-04-07,CUST-1031,Thomas Garcia,Filing Cabinet Standard,Furniture,Tables,7,492.21,142.67,West,Nevada
ORD-13698,2021-12-03,CUST-1198,John Harris,Sticky Notes Pack Elite,Office Supplies,Paper,5,141.16,29.37,South,Virginia
ORD-13699,2021-07-12,CUST-1087,Linda Jones,Scissors Set Standard,Office Supplies,Labels,2,217.18,92.24,East,New York
ORD-13700,2022-09-11,CUST-1176,Jennifer White,MacBook Pro Standard,Technology,Laptops,1,354.13,87.36,South,Georgia
ORD-13701,2021-12-25,CUST-1039,Charles Williams,Scissors Set Standard,Office Supplies,Labels,4,76.16,28.36,South,Georgia
ORD-13702,2021-04-14,CUST-1199,Thomas Brown,Storage Unit V2,Furniture,Tables,7,1140.05,243.4,South,Florida
ORD-13703,2023-09-17,CUST-1090,Susan Jackson,Storage Unit Standard,Furniture,Furnishings,9,1152.66,146.05,West,Nevada
ORD-13704,2022-11-12,CUST-1202,Karen White,Scissors Set Standard,Office Supplies,Binders,1,387.75,163.67,West,Washington
ORD-13705,2023-07-29,CUST-1182,Charles Johnson,A4 Paper Ream Plus,Office Supplies,Binders,9,94.39,38.76,South,North Carolina
ORD-13706,2022-12-25,CUST-1108,John Thomas,3-Ring Binder Plus,Office Supplies,Storage,7,124.22,18.41,South,Virginia
ORD-13707,2021-08-19,CUST-1081,Joseph Anderson,Standing Desk V1,Furniture,Chairs,8,997.72,298.32,North,Illinois
ORD-13708,2021-03-28,CUST-1087,Linda Jones,HP LaserJet Standard,Technology,Printers,7,1242.66,89.57,South,Georgia
ORD-13709,2022-08-10,CUST-1039,Charles Williams,A4 Paper Ream Pro,Office Supplies,Labels,1,176.41,23.95,West,California
ORD-13710,2022-02-06,CUST-1136,Karen Miller,Standing Desk Pro,Furniture,Furnishings,4,944.69,145.31,South,Georgia
ORD-13711,2021-08-12,CUST-1075,Jessica White,MacBook Pro Standard,Technology,Laptops,5,824.55,66.13,West,Nevada
ORD-13712,2023-08-06,CUST-1101,Michael Jackson,Scissors Set Elite,Office Supplies,Paper,8,28.31,3.04,South,Virginia
ORD-13713,2022-01-01,CUST-1109,Nancy Taylor,Filing Cabinet V2,Furniture,Furnishings,9,95.28,11.04,East,New York
ORD-13714,2023-03-16,CUST-1120,Richard Smith,Tape Dispenser Pro,Office Supplies,Paper,10,79.07,30.73,East,Connecticut
ORD-13715,2021-06-17,CUST-1185,William Johnson,MacBook Pro Standard,Technology,Accessories,3,1381.31,291.12,East,Connecticut
ORD-13716,2022-09-10,CUST-1158,Christopher Miller,Storage Unit Standard,Furniture,Chairs,8,304.35,97.7,West,Oregon
ORD-13717,2021-10-29,CUST-1016,Barbara Taylor,MacBook Pro V2,Technology,Laptops,4,2167.24,335.67,South,Florida
ORD-13718,2023-06-19,CUST-1063,Karen Johnson,Tape Dispenser Pro,Office Supplies,Pens,5,100.89,33.39,North,Minnesota
ORD-13719,2022-04-21,CUST-1090,Susan Jackson,Mechanical Keyboard Plus,Technology,Accessories,10,1627.43,-109.29,South,Texas
ORD-13720,2023-03-09,CUST-1045,Charles Davis,Standing Desk V1,Furniture,Tables,10,1164.36,-57.28,North,Minnesota
ORD-13721,2022-04-30,CUST-1040,Barbara Moore,Executive Chair V1,Furniture,Chairs,3,1460.41,354.85,East,New Jersey
ORD-13722,2022-01-16,CUST-1069,Joseph White,Scissors Set Pro,Office Supplies,Labels,4,22.25,2.54,East,Massachusetts
ORD-13723,2022-08-03,CUST-1030,Nancy Davis,File Folders Standard,Office Supplies,Binders,10,230.07,84.86,South,Georgia
ORD-13724,2023-04-16,CUST-1139,Charles Wilson,Ballpoint Pens Set Plus,Office Supplies,Storage,10,92.62,4.84,North,Ohio
ORD-13725,2021-12-05,CUST-1050,Joseph Wilson,Storage Unit V1,Furniture,Tables,10,804.9,235.61,North,Wisconsin
ORD-13726,2021-12-29,CUST-1147,Nancy Wilson,Scissors Set Elite,Office Supplies,Storage,7,302.13,131.6,East,Connecticut
ORD-13727,2021-12-21,CUST-1035,David Brown,Office Desk Elite,Furniture,Bookcases,2,1207.84,233.28,North,Illinois
ORD-13728,2022-01-12,CUST-1134,John Moore,Wireless Mouse V1,Technology,Accessories,2,1265.11,30.61,North,Michigan
ORD-13729,2021-05-23,CUST-1052,Jessica Johnson,Filing Cabinet Plus,Furniture,Bookcases,3,834.24,55.6,West,California
ORD-13730,2023-10-01,CUST-1091,Richard White,Wireless Mouse V2,Technology,Printers,10,1871.97,462.72,East,Massachusetts
ORD-13731,2023-02-19,CUST-1166,Betty Wilson,HP LaserJet V2,Technology,Printers,2,1548.31,285.82,East,Pennsylvania
ORD-13732,2022-11-20,CUST-1044,Patricia Jackson,Office Desk Elite,Furniture,Bookcases,9,1115.7,73.65,South,Florida
ORD-13733,2023-01-15,CUST-1101,Michael Jackson,Executive Chair Pro,Furniture,Bookcases,10,1303.61,256.65,East,New York
ORD-13734,2022-05-24,CUST-1126,William Moore,iPhone 14 Pro,Technology,Accessories,3,2035.05,-83.32,West,Washington
ORD-13735,2021-01-28,CUST-1200,John Davis,File Folders V2,Office Supplies,Labels,5,30.84,6.97,South,Texas
ORD-13736,2021-01-23,CUST-1045,Charles Davis,Scissors Set Plus,Office Supplies,Storage,4,20.7,2.53,North,Wisconsin
ORD-13737,2023-08-14,CUST-1088,Betty Harris,A4 Paper Ream Pro,Office Supplies,Binders,7,30.99,6.51,East,New Jersey
ORD-13738,2021-06-13,CUST-1069,Joseph White,Sticky Notes Pack Standard,Office Supplies,Binders,6,11.02,1.88,South,Texas
ORD-13739,2021-03-11,CUST-1193,Sarah Davis,USB Hub Pro,Technology,Laptops,6,363.03,-25.88,West,Oregon
ORD-13740,2021-04-05,CUST-1165,Karen Brown,Stapler Pro V2,Office Supplies,Storage,8,192.9,74.97,North,Wisconsin
ORD-13741,2021-06-14,CUST-1045,Charles Davis,Mechanical Keyboard V2,Technology,Phones,1,2218.74,417.95,South,Virginia
ORD-13742,2021-08-01,CUST-1059,Daniel Brown,Sticky Notes Pack Pro,Office Supplies,Paper,10,129.45,23.82,North,Wisconsin
ORD-13743,2023-11-21,CUST-1109,Nancy Taylor,Storage Unit Pro,Furniture,Furnishings,9,1630.48,543.04,East,New Jersey
ORD-13744,2023-08-31,CUST-1109,Nancy Taylor,Scissors Set V1,Office Supplies,Binders,8,69.69,22.49,West,Washington
ORD-13745,2022-01-26,CUST-1179,Sarah Thomas,Samsung Galaxy Plus,Technology,Phones,5,1984.63,301.03,South,Virginia
ORD-13746,2023-05-23,CUST-1176,Jennifer White,Sticky Notes Pack Plus,Office Supplies,Binders,2,15.0,6.41,East,New York
ORD-13747,2023-01-23,CUST-1172,Barbara Williams,Office Desk V1,Furniture,Furnishings,1,232.39,-7.43,East,Connecticut
ORD-13748,2022-09-25,CUST-1193,Sarah Davis,Dell XPS Elite,Technology,Accessories,8,526.4,75.32,East,New Jersey
ORD-13749,2022-05-25,CUST-1104,Jessica Harris,Stapler Pro Standard,Office Supplies,Pens,6,60.7,15.22,West,California
ORD-13750,2022-03-02,CUST-1176,Jennifer White,Office Desk Elite,Furniture,Chairs,2,425.1,-15.31,North,Minnesota
ORD-13751,2023-05-07,CUST-1198,John Harris,Executive Chair Pro,Furniture,Chairs,1,628.82,96.37,East,Massachusetts
ORD-13752,2023-04-28,CUST-1073,Nancy Williams,Dell XPS V1,Technology,Phones,5,394.86,-17.12,West,Nevada
ORD-13753,2022-02-20,CUST-1036,Susan Jones,Standing Desk Plus,Furniture,Tables,3,711.93,242.4,South,Florida
ORD-13754,2021-10-07,CUST-1045,Charles Davis,Ballpoint Pens Set Plus,Office Supplies,Storage,1,46.46,16.52,North,Michigan
ORD-13755,2022-09-24,CUST-1186,Jessica Taylor,Ballpoint Pens Set Standard,Office Supplies,Paper,9,62.72,6.07,North,Minnesota
ORD-13756,2022-02-24,CUST-1147,Nancy Wilson,Mechanical Keyboard Plus,Technology,Phones,4,2146.28,159.97,West,California
ORD-13757,2021-08-03,CUST-1112,John Jackson,iPhone 14 V2,Technology,Phones,7,1343.89,137.34,West,Nevada
ORD-13758,2023-03-17,CUST-1202,Karen White,Stapler Pro Pro,Office Supplies,Storage,10,61.52,13.24,West,Nevada
ORD-13759,2021-06-15,CUST-1018,Jennifer Anderson,iPhone 14 V2,Technology,Accessories,6,1672.36,360.06,East,Massachusetts
ORD-13760,2023-09-27,CUST-1098,Charles Thomas,Office Desk Elite,Furniture,Chairs,5,134.22,45.4,South,Georgia
ORD-13761,2021-10-08,CUST-1051,Linda Davis,Coffee Table Standard,Furniture,Bookcases,8,104.48,-5.16,West,California
ORD-13762,2021-10-17,CUST-1001,Susan Miller,A4 Paper Ream Pro,Office Supplies,Storage,1,176.24,51.73,South,Florida
ORD-13763,2023-06-03,CUST-1030,Nancy Davis,Executive Chair V2,Furniture,Chairs,7,291.06,95.0,East,Connecticut
ORD-13764,2023-08-01,CUST-1074,Michael Harris,Coffee Table Standard,Furniture,Chairs,10,467.23,113.47,South,Georgia
ORD-13765,2023-11-24,CUST-1151,Sarah Harris,Mechanical Keyboard Standard,Technology,Phones,4,1070.72,130.04,East,New Jersey
ORD-13766,2022-09-15,CUST-1122,Daniel Williams,Mechanical Keyboard V2,Technology,Phones,4,87.31,12.27,South,Florida
ORD-13767,2021-11-19,CUST-1054,Patricia Brown,USB Hub V1,Technology,Laptops,7,883.59,-38.48,South,Georgia
ORD-13768,2021-10-08,CUST-1022,Robert Jackson,HP LaserJet Pro,Technology,Laptops,5,602.76,26.4,West,Nevada
ORD-13769,2022-10-08,CUST-1187,Mary Davis,Executive Chair V1,Furniture,Tables,2,1057.94,304.59,South,Georgia
ORD-13770,2021-03-30,CUST-1192,Daniel Jones,Wireless Mouse Plus,Technology,Accessories,4,161.91,-13.87,West,California
ORD-13771,2022-08-21,CUST-1158,Christopher Miller,A4 Paper Ream Plus,Office Supplies,Paper,3,153.9,36.28,North,Minnesota
ORD-13772,2022-08-24,CUST-1125,Richard Miller,Scissors Set V2,Office Supplies,Binders,1,96.8,35.96,South,Georgia
ORD-13773,2021-10-09,CUST-1067,Jennifer Williams,Scissors Set V2,Office Supplies,Storage,7,38.75,15.75,South,Virginia
ORD-13774,2022-01-07,CUST-1045,Charles Davis,Lounge Chair V1,Furniture,Chairs,6,1132.74,150.22,North,Illinois
ORD-13775,2023-11-26,CUST-1056,Mary Smith,Executive Chair V2,Furniture,Bookcases,2,2184.12,694.44,South,Virginia
ORD-13776,2023-06-04,CUST-1174,Lisa Moore,Stapler Pro Plus,Office Supplies,Storage,9,81.54,32.86,South,North Carolina
ORD-13777,2023-09-30,CUST-1192,Daniel Jones,Dell XPS V1,Technology,Accessories,8,100.48,22.55,East,Pennsylvania
ORD-13778,2023-08-16,CUST-1050,Joseph Wilson,USB Hub Pro,Technology,Accessories,7,1171.88,264.14,West,Nevada
ORD-13779,2021-09-09,CUST-1164,David Taylor,iPhone 14 Elite,Technology,Phones,7,1021.5,-71.26,North,Ohio
ORD-13780,2021-09-16,CUST-1017,Daniel Jackson,Storage Unit Pro,Furniture,Chairs,3,909.4,275.44,East,Connecticut
ORD-13781,2021-04-10,CUST-1066,James Garcia,HP LaserJet Elite,Technology,Laptops,2,2194.63,370.65,West,California
ORD-13782,2023-04-11,CUST-1034,Robert Anderson,Lounge Chair V1,Furniture,Bookcases,2,1320.66,253.37,West,Oregon
ORD-13783,2021-08-04,CUST-1187,Mary Davis,3-Ring Binder V1,Office Supplies,Paper,6,43.29,16.57,West,Washington
ORD-13784,2021-05-06,CUST-1087,Linda Jones,Executive Chair V1,Furniture,Tables,4,520.71,180.99,West,Oregon
ORD-13785,2021-05-26,CUST-1001,Susan Miller,Sticky Notes Pack Plus,Office Supplies,Paper,8,178.21,49.28,North,Michigan
ORD-13786,2022-08-28,CUST-1167,Richard Jones,File Folders Elite,Office Supplies,Pens,2,47.43,10.78,East,Pennsylvania
ORD-13787,2023-01-03,CUST-1022,Robert Jackson,Stapler Pro Pro,Office Supplies,Storage,5,186.82,73.18,South,Texas
ORD-13788,2022-01-28,CUST-1009,Betty Taylor,Dell XPS Elite,Technology,Phones,5,1734.18,375.67,West,Arizona
ORD-13789,2023-12-26,CUST-1191,James Miller,Mechanical Keyboard V2,Technology,Phones,5,1666.62,9.1,West,California
ORD-13790,2021-04-22,CUST-1091,Richard White,Dell XPS Standard,Technology,Printers,6,1101.43,117.54,East,Massachusetts
ORD-13791,2023-04-11,CUST-1041,Patricia Anderson,HP LaserJet Plus,Technology,Accessories,1,763.92,182.02,South,Texas
ORD-13792,2021-02-09,CUST-1166,Betty Wilson,Lounge Chair V2,Furniture,Bookcases,8,1040.19,312.21,West,Nevada
ORD-13793,2023-07-24,CUST-1190,Richard Wilson,Filing Cabinet V2,Furniture,Furnishings,9,432.83,123.65,South,Florida
ORD-13794,2022-01-13,CUST-1066,James Garcia,Coffee Table V2,Furniture,Tables,5,1437.82,302.54,West,Oregon
ORD-13795,2021-01-20,CUST-1069,Joseph White,Scissors Set V1,Office Supplies,Binders,8,176.56,21.71,East,Massachusetts
ORD-13796,2021-11-04,CUST-1056,Mary Smith,A4 Paper Ream Standard,Office Supplies,Pens,1,255.45,68.46,East,Pennsylvania
ORD-13797,2021-04-22,CUST-1057,Robert Miller,Coffee Table Pro,Furniture,Bookcases,4,231.65,38.74,West,Oregon
ORD-13798,2022-09-15,CUST-1001,Susan Miller,Tape Dispenser Standard,Office Supplies,Pens,6,98.53,13.59,South,Virginia
ORD-13799,2023-03-10,CUST-1000,Barbara Davis,Samsung Galaxy V1,Technology,Accessories,10,499.03,105.24,South,Florida
ORD-13800,2023-03-31,CUST-1109,Nancy Taylor,Tape Dispenser Pro,Office Supplies,Labels,9,41.03,3.65,East,New Jersey
ORD-13801,2023-07-24,CUST-1092,Nancy Thomas,Tape Dispenser V1,Office Supplies,Paper,2,108.42,34.71,West,Oregon
ORD-13802,2021-07-15,CUST-1162,James Taylor,HP LaserJet V2,Technology,Accessories,5,1388.43,294.26,North,Minnesota
ORD-13803,2023-04-27,CUST-1063,Karen Johnson,Wireless Mouse Standard,Technology,Phones,10,1426.22,279.58,West,Oregon
ORD-13804,2023-09-25,CUST-1047,Linda Wilson,3-Ring Binder Plus,Office Supplies,Pens,7,88.25,28.06,West,California
ORD-13805,2022-06-13,CUST-1109,Nancy Taylor,Lounge Chair V2,Furniture,Tables,10,512.46,124.42,West,Washington
ORD-13806,2023-08-28,CUST-1043,Nancy Brown,MacBook Pro Standard,Technology,Laptops,10,2055.75,466.72,South,Virginia
ORD-13807,2023-07-07,CUST-1104,Jessica Harris,Office Desk V1,Furniture,Furnishings,3,725.83,-35.35,North,Ohio
ORD-13808,2023-03-18,CUST-1031,Thomas Garcia,HP LaserJet Standard,Technology,Accessories,2,1260.33,210.35,East,Connecticut
ORD-13809,2022-12-20,CUST-1017,Daniel Jackson,Filing Cabinet Elite,Furniture,Bookcases,10,291.81,53.47,North,Ohio
ORD-13810,2021-12-12,CUST-1045,Charles Davis,Ballpoint Pens Set V2,Office Supplies,Binders,1,138.47,16.22,East,New Jersey
ORD-13811,2021-08-25,CUST-1186,Jessica Taylor,Stapler Pro Pro,Office Supplies,Binders,2,48.52,3.14,North,Illinois
ORD-13812,2021-09-04,CUST-1108,John Thomas,3-Ring Binder Standard,Office Supplies,Labels,6,110.7,30.99,South,North Carolina
ORD-13813,2021-04-18,CUST-1156,Betty Jones,Dell XPS V2,Technology,Laptops,8,49.46,-0.3,West,California
ORD-13814,2022-03-13,CUST-1136,Karen Miller,File Folders V2,Office Supplies,Labels,7,166.89,43.61,North,Wisconsin
ORD-13815,2023-05-08,CUST-1190,Richard Wilson,Mechanical Keyboard Pro,Technology,Accessories,5,1919.59,-73.9,North,Wisconsin
ORD-13816,2023-10-21,CUST-1082,William Harris,A4 Paper Ream V2,Office Supplies,Storage,4,95.45,31.96,South,Virginia
ORD-13817,2023-08-30,CUST-1047,Linda Wilson,MacBook Pro Pro,Technology,Phones,3,235.0,18.19,West,Arizona
ORD-13818,2022-06-07,CUST-1028,Susan Taylor,iPhone 14 Standard,Technology,Printers,4,1454.74,257.6,East,Connecticut
ORD-13819,2023-10-28,CUST-1065,William Garcia,iPhone 14 Pro,Technology,Printers,8,2297.45,37.97,East,New Jersey
ORD-13820,2021-03-26,CUST-1026,Linda Harris,File Folders V1,Office Supplies,Storage,10,19.79,3.98,West,Arizona
ORD-13821,2021-09-29,CUST-1117,Richard Brown,Standing Desk Standard,Furniture,Furnishings,7,1307.75,214.5,South,North Carolina
ORD-13822,2023-06-07,CUST-1077,Robert Jones,Standing Desk Plus,Furniture,Furnishings,7,1274.68,335.46,North,Illinois
ORD-13823,2023-03-10,CUST-1125,Richard Miller,Samsung Galaxy V1,Technology,Accessories,7,982.12,144.48,North,Ohio
ORD-13824,2022-08-05,CUST-1172,Barbara Williams,Bookcase Pro Standard,Furniture,Tables,10,405.07,68.7,West,Washington
ORD-13825,2021-12-24,CUST-1061,Charles Taylor,Stapler Pro Pro,Office Supplies,Storage,4,196.47,65.49,North,Illinois
ORD-13826,2021-09-23,CUST-1043,Nancy Brown,Ballpoint Pens Set Plus,Office Supplies,Paper,4,18.25,3.26,West,Arizona
ORD-13827,2021-06-10,CUST-1148,William Miller,Samsung Galaxy Standard,Technology,Phones,3,742.22,181.14,East,New Jersey
ORD-13828,2021-06-29,CUST-1043,Nancy Brown,USB Hub Standard,Technology,Laptops,4,71.34,13.61,North,Wisconsin
ORD-13829,2022-08-05,CUST-1190,Richard Wilson,Dell XPS V1,Technology,Laptops,7,1601.91,215.24,East,Pennsylvania
ORD-13830,2021-11-06,CUST-1045,Charles Davis,Ballpoint Pens Set Elite,Office Supplies,Paper,4,68.05,23.63,East,New Jersey
ORD-13831,2021-03-21,CUST-1081,Joseph Anderson,Stapler Pro Standard,Office Supplies,Binders,2,159.72,22.66,West,California
ORD-13832,2021-03-12,CUST-1169,Jennifer Wilson,Lounge Chair Pro,Furniture,Furnishings,2,181.44,-8.65,North,Wisconsin
ORD-13833,2021-10-11,CUST-1159,Lisa Williams,Samsung Galaxy Plus,Technology,Laptops,8,1902.44,175.26,West,Nevada
ORD-13834,2021-06-17,CUST-1045,Charles Davis,Filing Cabinet Plus,Furniture,Tables,2,120.29,-5.5,West,Arizona
ORD-13835,2021-11-09,CUST-1017,Daniel Jackson,Stapler Pro V2,Office Supplies,Pens,7,134.67,27.02,South,Texas
ORD-13836,2023-08-17,CUST-1174,Lisa Moore,HP LaserJet Plus,Technology,Accessories,2,2751.53,616.88,East,Connecticut
ORD-13837,2021-12-15,CUST-1167,Richard Jones,Tape Dispenser Pro,Office Supplies,Pens,2,202.31,88.28,West,California
ORD-13838,2022-03-10,CUST-1132,Daniel Moore,Executive Chair V1,Furniture,Chairs,7,118.64,20.53,West,Oregon
ORD-13839,2021-02-20,CUST-1123,Christopher Thomas,iPhone 14 Elite,Technology,Laptops,6,707.52,54.55,East,Pennsylvania
ORD-13840,2021-09-15,CUST-1190,Richard Wilson,Ballpoint Pens Set Plus,Office Supplies,Binders,1,98.48,26.94,North,Illinois
ORD-13841,2023-12-06,CUST-1039,Charles Williams,Dell XPS V1,Technology,Laptops,6,1149.01,-92.98,West,Washington
ORD-13842,2021-10-18,CUST-1017,Daniel Jackson,Storage Unit V2,Furniture,Tables,4,396.13,32.58,North,Illinois
ORD-13843,2023-11-07,CUST-1122,Daniel Williams,MacBook Pro Pro,Technology,Accessories,7,2616.49,-20.01,South,North Carolina
ORD-13844,2021-08-18,CUST-1042,Richard Taylor,Lounge Chair Pro,Furniture,Bookcases,5,1145.3,320.54,West,Oregon
